id,error_description,example,mathematical_domain,mathematical_topic,mathematical_subtopic,population_type,grade_band_as_declared,bibtex_key,authors,year,journal,orientation,salience,page_refs,local_pdf_path
37491,"A student argues that zero cannot be an even number because there are no two identical whole numbers that can be put together to make it, while another argues it must be even based on its position between odd numbers.",Sheena argues zero could be even because the numbers on each side (1 and -1) are odd. Sean argues zero is not even because 'what two things can you put together to make it?',whole_number,parity,zero,student,third grade,JRME_Ball_2008_Making,"Deborah Loewenberg Ball, Jennifer Lewis and Mark Hoover Thames",2008,Journal for Research in Mathematics Education. Monograph,productive,primary,"24, 26, 38, 39, 196",pdfs/JRME/JRME_Ball_2008_Making.pdf
37507,"Prospective teachers incorrectly believe that any number divided by zero results in zero, often confusing division with the rule for multiplying by zero.","I'd just say, 'Anything divided by zero is zero. That's just a rule, you just know it.' Or I'd say, 'Well, if you don't have anything, you can't get anything out.'",whole_number,division,division by zero,PST,prospective elementary and secondary teachers,JRME_Ball_1990_Prospective,Deborah Loewenberg Ball,1990,Journal for Research in Mathematics Education,uncoded,primary,138,pdfs/JRME/JRME_Ball_1990_Prospective.pdf
37544,"PSTs conceive of at least one digit in a multidigit number in terms of an incorrect unit type, struggling to correctly relate the values of digits to one another during regrouping.","Katie knew she took 1 hundred from the hundreds place in 527 - 135, but viewed the regrouped 1 in the tens place as just 10, unable to explain how the value stayed the same.",whole_number,multidigit subtraction,regrouping,PST,elementary,JRME_Thanheiser_2009_Preservice,Eva Thanheiser,2009,Journal for Research in Mathematics Education,uncoded,primary,"267, 268, 269",pdfs/JRME/JRME_Thanheiser_2009_Preservice.pdf
37578,"Students confuse the properties of being prime and being odd, incorrectly inferring that odd numbers are prime by mistaking a necessary condition for a sufficient one.",A student reasoned that F (151 x 157) is prime because 'The product of two odd numbers is always odd. Therefore making F odd too.',whole_number,prime numbers,parity (odd/even),PST,elementary (K-7) level,JRME_Zazkis_2004_Understanding,Rina Zazkis and Peter Liljedahl,2004,Journal for Research in Mathematics Education,mixed,secondary,"176, 182",pdfs/JRME/JRME_Zazkis_2004_Understanding.pdf
37626,"The student relies on a 'multiplication as repeated addition' model that breaks down when the multiplier is larger than 10, preventing them from meaningfully applying multiplication to curtail a build-up sequence.","When asked how far a helicopter traveling 16 miles per 10 minutes goes in 2 hours (120 minutes), the student attempts to multiply 16 x 120 and gets 1920, later crossing out the zero without knowing why, instead of multiplying 16 by 12.",whole_number,multiplication and division,meaning of operations,student,fifth-grade,JRME_Lo_1997_Developing,Jane-Jane Lo and Tad Watanabe,1997,Journal for Research in Mathematics Education,uncoded,primary,"229, 230",pdfs/JRME/JRME_Lo_1997_Developing.pdf
37655,"When subtracting multi-digit numbers, a student may systematically subtract the smaller digit from the larger digit in each column, regardless of whether it is the minuend or subtrahend.","When calculating 32 - 23, a student explains that the difference is 11 because '3 take away 2 is 1, and 2 take away 3 is 1.'",whole_number,subtraction,multi-digit subtraction,student,second-grade,JRME_Wood_1993_Chapter,"Terry Wood, Paul Cobb, and Erna Yackel",1993,Journal for Research in Mathematics Education. Monograph,uncoded,primary,"64, 65",pdfs/JRME/JRME_Wood_1993_Chapter.pdf
37689,"Students misinterpret the language of quotition division problems by associating the stated numbers with incorrect physical features, fundamentally changing the mathematical structure they model.",Children often interpreted the phrase 'There are 2 children at each table' as 'The children are at 2 tables.',whole_number,division,quotition,student,Grades 2 and 3,JRME_Mulligan_1997_Young,Joanne T. Mulligan and Michael C. Mitchelmore,1997,Journal for Research in Mathematics Education,uncoded,secondary,323,pdfs/JRME/JRME_Mulligan_1997_Young.pdf
37719,"Students do not persevere to the end of a computation or fail to repeatedly perform a required algorithm, settling for an intermediate value.","Calculating the distance between the first two points to be 12 and the midpoint as 6, but failing to repeat this procedure to find the next point.",whole_number,multistep problems,algorithms,student,sixth-grade,JRME_Marshall_1983_Sex,Sandra P. Marshall,1983,Journal for Research in Mathematics Education,uncoded,primary,333,pdfs/JRME/JRME_Marshall_1983_Sex.pdf
37764,"In attempting to derive facts without a flexible proceptual understanding, students may rely on isolated known combinations while struggling with simpler subtractions embedded within the same problem space.","To solve 8 + 6, a student knew 8 + 2 = 10 but had trouble taking 2 from 6, so he split 8 into 4 and 4, added 6 and 4 to make 10, and added the remaining 4 to make 14.",whole_number,addition,derived facts,student,aged 7 to 12,JRME_Gray_1994_Duality,Eddie M. Gray and David O. Tall,1994,Journal for Research in Mathematics Education,uncoded,secondary,135,pdfs/JRME/JRME_Gray_1994_Duality.pdf
37795,Students physically model the transformation of one addition problem into a compensation or 'doubles' problem but fail to recognize that the two combinations yield the same sum.,"A student transforms 8 + 6 to 7 + 7 using manipulatives, but writes two different answers for the two problems or calculates each sum separately.",whole_number,addition,compensation,student,second-grade,JRME_Steinberg_1985_Instruction,Ruth M. Steinberg,1985,Journal for Research in Mathematics Education,uncoded,secondary,349,pdfs/JRME/JRME_Steinberg_1985_Instruction.pdf
