id,error_description,example,mathematical_domain,mathematical_topic,mathematical_subtopic,population_type,grade_band_as_declared,bibtex_key,authors,year,journal,orientation,salience,page_refs,local_pdf_path
37435,"The student experienced a severe perturbation when asked to conceptualize an improper fraction, struggling with the part-whole limitation that a fraction cannot be larger than its referent whole.","When the student created a stick twice as long as a 4/7 stick, he asked, 'How can it be EIGHT sevenths?' and later questioned, 'How can a fraction be bigger than itself?'",fraction,representation,improper fractions,student,third to fifth grade,JMB_Olive_2002_Construction,"John Olive, Leslie P. Steffe",2002,Journal of Mathematical Behavior,productive,primary,425-428,pdfs/JMB/JMB_Olive_2002_Construction.pdf
37442,"A student experiences perturbation when a measuring tool labels a partitioned fraction with its commensurate unit fraction, which conflicts with their part-whole counting scheme.","When Laura measured her 4/12 stick and the computer displayed 1/3, she experienced perturbation; later she looked disconcerted when measuring 3/15 resulted in 1/5.",fraction,commensurate fractions,,student,fifth-grade,MTL_Steffe_2004_Construction,Leslie P. Steffe,2004,Mathematical Thinking and Learning,productive,primary,"143, 144, 148, 149",pdfs/MTL/MTL_Steffe_2004_Construction.pdf
37449,"The student struggled to interpret an improper fraction as a valid number, attempting instead to convert it to a mixed number to make sense of it.","Given the problem 'An apple costs 75 cents. How much does five-thirds of an apple cost?', Bridget reacted with annoyance and guessed 'Two and one-third?'",fraction,representation,improper fractions,student,sixth-grade,JMB_Hackenberg_2007_Units,Amy J. Hackenberg,2007,Journal of Mathematical Behavior,productive,secondary,38-39,pdfs/JMB/JMB_Hackenberg_2007_Units.pdf
37459,The student relies on figurative material to solve fraction problems and struggles to operate mentally without physical or drawn models.,Bridget could not solve the Water Problem (1000 grams is 2/3 of another container) until she made a drawing in the JavaBars microworld.,fraction,reversible multiplicative relationships,interiorization of operations,student,6th-grade,JRME_Hackenberg_2010_Mathematical,Amy J. Hackenberg,2010,Journal for Research in Mathematics Education,productive,primary,"257, 258, 259",pdfs/JRME/JRME_Hackenberg_2010_Mathematical.pdf
37487,"Students apply the multiplication algorithm to an addition problem, or naturally assume that they should add numerators to numerators and denominators to denominators based on the plus sign.",1/2 + 2/3 = 3/5; 1/2 + 1/4 = 2/6,fraction,fraction addition,algorithm execution,student,ages 13-15,JRME_Vinner_1981_Some,"Shlomo Vinner, Rina Hershkowitz and Maxim Bruckheimer",1981,Journal for Research in Mathematics Education,uncoded,primary,"71, 72",pdfs/JRME/JRME_Vinner_1981_Some.pdf
37511,"When interpreting symbolic or concrete representations of fractions greater than one, students fail to identify the proper unit, instead treating the entire collection of parts or units as a single unified whole.","When shown a picture of two circles divided into fourths with a total of five parts shaded, a student answered that 'Five-eighths' was shaded because she counted all eight pictured parts as the unit.",fraction,concrete representations,identifying the unit,student,sixth-grade,JRME_Mack_1990_Learning,Nancy K. Mack,1990,Journal for Research in Mathematics Education,uncoded,primary,"22, 23",pdfs/JRME/JRME_Mack_1990_Learning.pdf
37519,"A teacher misinterprets a student's correct fractional reasoning (changing the referent whole to two pizzas, resulting in 14/24) as an error, rigidly insisting that the unit must remain a single pizza (resulting in the improper fraction 14/12).","When a student correctly states 'we would have, uh, 14 out of the 24... slices', the teacher interrupts to insist 'we should think of them as 2 separate pizzas', steering the students to answer 14/12.",fraction,fractional representation,referent whole,mixed,fifth-grade,JRME_Maher_1990_Chapter,Carolyn A. Maher and Robert B. Davis,1990,Journal for Research in Mathematics Education. Monograph,uncoded,primary,"81, 82, 83, 84, 85, 86",pdfs/JRME/JRME_Maher_1990_Chapter.pdf
37547,"Students inappropriately alter the standard division-of-fractions algorithm by inverting the dividend instead of the divisor, or by inverting both.","When asked to compute 1/4 / 4, a student incorrectly writes 1/4 / 4 = 1/4 x 4 = 1.",fraction,division,algorithms,PST,prospective elementary teachers,JRME_Tirosh_2000_Enhancing,Dina Tirosh,2000,Journal for Research in Mathematics Education,uncoded,primary,"7, 9",pdfs/JRME/JRME_Tirosh_2000_Enhancing.pdf
37572,Students count the tick marks on a number line rather than counting the continuous intervals between the marks.,,fraction,number line representation,intervals vs. marks,student,fourth and fifth graders,JRME_Bright_1988_Identifying,"George W. Bright, Merlyn J. Behr, Thomas R. Post and Ipke Wachsmuth",1988,Journal for Research in Mathematics Education,uncoded,secondary,221,pdfs/JRME/JRME_Bright_1988_Identifying.pdf
37586,The student judges the magnitude of a fraction based solely on the denominator using an inverse relationship.,The student incorrectly argued that 1/2 was larger than 4/5 because halves are larger than fifths.,fraction,fraction comparison,denominator magnitude,student,adult,JRME_Lewis_2014_Difference,Katherine E. Lewis,2014,Journal for Research in Mathematics Education,uncoded,secondary,"364, 394",pdfs/JRME/JRME_Lewis_2014_Difference.pdf
