id,error_description,example,mathematical_domain,mathematical_topic,mathematical_subtopic,population_type,grade_band_as_declared,bibtex_key,authors,year,journal,orientation,salience,page_refs,local_pdf_path
37472,"When attempting to compensate for standard rounding, students often confuse the direction of their adjustments, leading them to compensate in the wrong direction.","One student rounded numbers to 5 + 14 and then, confusing the direction, compensated up because both numbers had been rounded up.",whole_number,estimation,compensation,student,grades five through eight,JRME_Schoen_1990_Outcomes,"Harold L. Schoen, Glendon Blume, and H. D. Hoover",1990,Journal for Research in Mathematics Education,uncoded,secondary,"69, 70",pdfs/JRME/JRME_Schoen_1990_Outcomes.pdf
37496,Students inappropriately apply a figurative rule by simply concatenating numerals in the order they appear in a word problem rather than using place value to form a number.,"When asked 'What number do 12 ones and 3 tens make?', a student answers '123' by merely concatenating the 12 and 3.",whole_number,numeration,place value,mixed,second-grade,JRME_Cobb_1991_Assessment,"Paul Cobb, Terry Wood, Erna Yackel, John Nicholls, Grayson Wheatley, Beatriz Trigatti and Marcella Perlwitz",1991,Journal for Research in Mathematics Education,uncoded,primary,16,pdfs/JRME/JRME_Cobb_1991_Assessment.pdf
37529,"Students fail to conserve the problem's global conditions, treating different constraints as applying to different, independent sets rather than a single consistent set.","When finding a total number of blocks that leaves a remainder of 1 when divided by 2, 3, or 4, a student partitioned one set into groups of 2 with 1 left, a different set into groups of 3 with 1 left, yielding multiple answers that do not simultaneously satisfy all conditions.",whole_number,number theory,common multiples,student,sixth-grade,JRME_Cai_1995_Cognitive,Jinfa Cai,1995,Journal for Research in Mathematics Education. Monograph,uncoded,secondary,"78, 79",pdfs/JRME/JRME_Cai_1995_Cognitive.pdf
37574,"Students claim that a number resulting from the product of two primes is itself a prime number, believing that two primes produce a third of the same kind.","A student stated 'Both 151 and 157 are prime numbers, and 2 prime numbers multiplied together are going to give another prime number.'",whole_number,prime numbers,prime factorization,PST,elementary (K-7) level,JRME_Zazkis_2004_Understanding,Rina Zazkis and Peter Liljedahl,2004,Journal for Research in Mathematics Education,mixed,primary,175,pdfs/JRME/JRME_Zazkis_2004_Understanding.pdf
37602,"Unskilled mental calculators unnecessarily rely on inefficient mental analogues of standard pencil-and-paper algorithms, failing to exploit basic number properties like the identity principle.","When asked to mentally multiply 20 x 30, a student visualized the vertical written algorithm and proceeded digit by digit (0x0, 0x3, 2x0, 2x3) instead of immediately recognizing the product as 600.",whole_number,multiplication,mental calculation strategies,student,Grade 11 and 12,JRME_Hope_1987_Characteristics,John A. Hope and James M. Sherrill,1987,Journal for Research in Mathematics Education,uncoded,primary,"104, 105",pdfs/JRME/JRME_Hope_1987_Characteristics.pdf
37652,"Students mistakenly believe estimation should involve exact computation followed by rounding the final answer, failing to recognize that computational estimation fundamentally involves computing with approximate numbers.",A ninth grader preferred the compute-then-round method because it 'gives an exact amount and an estimated amount.',whole_number,computational estimation,role of approximate numbers,student,"Grades 3, 5, 7, and 9",JRME_Sowder_1989_Development,Judith T. Sowder and Margariete M. Wheeler,1989,Journal for Research in Mathematics Education,uncoded,primary,"138, 139, 143, 144",pdfs/JRME/JRME_Sowder_1989_Development.pdf
37670,"The student incorrectly applies a false distribution law for multi-digit multiplication, multiplying the parts improperly instead of computing all partial products.",Mira attempts to perform multiplication by applying the false distribution law (a + b)(c + d) = ac + bd.,whole_number,multi-digit multiplication,distributive property,student,11th graders,JRME_BenYehuda_2005_Doing,"Miriam Ben-Yehuda, Ilana Lavy, Liora Linchevski, Anna Sfard",2005,Journal for Research in Mathematics Education,uncoded,primary,"209, 228, 229, 247",pdfs/JRME/JRME_BenYehuda_2005_Doing.pdf
37691,"Children applying written subtraction algorithms manipulate symbols without preserving the meaning of the quantities or place value, leading them to accept absurd answers such as remainders larger than the minuend.","When subtracting 35 from 200 using a vertical written arrangement, a child incorrectly computed 235 and initially accepted this result without recognizing the logical contradiction.",whole_number,subtraction,written algorithms,student,third graders,JRME_Carraher_1987_Written,"Terezinha Nunes Carraher, David William Carraher and Analucia Dias Schliemann",1987,Journal for Research in Mathematics Education,uncoded,primary,"94, 95",pdfs/JRME/JRME_Carraher_1987_Written.pdf
37746,Children correctly execute the standard algorithm for multidigit subtraction but demonstrate a lack of understanding of the underlying place-value concepts required for the procedure.,Children correctly applied the standard algorithm for multidigit subtraction but demonstrated a lack of understanding of place-value concepts when probed with questions by the PSTs.,whole_number,subtraction,standard algorithm and place value,PST,undergraduate,JRME_Philipp_2007_Effects_a,"Randolph A. Philipp, Rebecca Ambrose, Lisa L. C. Lamb, Judith T. Sowder, Bonnie P. Schappelle, Larry Sowder, Eva Thanheiser, Jennifer Chauvot",2007,Journal for Research in Mathematics Education,uncoded,secondary,466,pdfs/JRME/JRME_Philipp_2007_Effects_a.pdf
37788,"Prospective teachers rely rigidly on partitive models of division and are unable to flexibly generate quotitive models when problem constraints, such as division by fractions or rounding up, require them.","When asked to write a word problem for 51 divided by 4 with an answer of 13, a subject wrote an inappropriate partitive problem: 'If you have 51 marbles and you wanted to make 4 groups of them, how many would be in each group, if you rounded up to the nearest whole number?'",whole_number,division,partitive and quotitive models,PST,prospective elementary teachers,JRME_Simon_1993_Prospective,Martin A. Simon,1993,Journal for Research in Mathematics Education,uncoded,primary,"239, 247",pdfs/JRME/JRME_Simon_1993_Prospective.pdf
