id,error_description,example,mathematical_domain,mathematical_topic,mathematical_subtopic,population_type,grade_band_as_declared,bibtex_key,authors,year,journal,orientation,salience,page_refs,local_pdf_path
37437,Children named a fractional part based on the number of iterations of the stick used rather than its multiplicative relationship to the whole.,"When a 3-stick was iterated 8 times to make a 24-stick, the children called the 3-stick 'three-eighths' of the 24-stick instead of 'one-eighth'.",fraction,representation,part-whole comparison,student,"third, fourth, and fifth grades",JMB_Steffe_2002_New,Leslie P. Steffe,2002,Journal of Mathematical Behavior,productive,primary,280-283,pdfs/JMB/JMB_Steffe_2002_New.pdf
37444,"The student drew a fraction greater than one by partitioning the given rectangle and adding pieces, interpreting the resulting total pieces as the new denominator rather than maintaining the original unit.","When asked to draw 7/5 of a candy bar, Bridget marked the bar into five parts, added two more pieces, and said 'they turned into seven pieces instead of five pieces'.",fraction,representation,improper fractions,student,sixth-grade,JMB_Hackenberg_2007_Units,Amy J. Hackenberg,2007,Journal of Mathematical Behavior,productive,primary,33,pdfs/JMB/JMB_Hackenberg_2007_Units.pdf
37451,"The student named the resulting fraction composition in relation to the new intermediate composite unit she created, rather than in relation to the original whole.","When finding 2/5 of 3/4, Bridget partitioned the 3 fourths into 5 parts each, making 15 parts, and named the selected 6 parts as six-fifteenths instead of six-twentieths.",fraction,fraction composition,proper fraction of a proper fraction,student,sixth grade,JMB_Hackenberg_2009_Students',"Amy J. Hackenberg, Erik S. Tillema",2009,Journal of Mathematical Behavior,productive,primary,11-12,pdfs/JMB/JMB_Hackenberg_2009_Students'.pdf
37471,"When estimating sums of mixed numbers, students initially ignore the fractional parts and operate only with the whole numbers, demonstrating a weak understanding of the sizes of fractions.","For the problem 7 1/10 + 3 2/3 + 1 1/5, many students added the whole numbers 7, 3, and 1 to get 11, and either chose 11 as their answer or overcompensated and incorrectly chose 12 1/2.",fraction,estimation,mixed numbers,student,grades five through eight,JRME_Schoen_1990_Outcomes,"Harold L. Schoen, Glendon Blume, and H. D. Hoover",1990,Journal for Research in Mathematics Education,uncoded,primary,"68, 71",pdfs/JRME/JRME_Schoen_1990_Outcomes.pdf
37489,"Students correctly apply the idea of finding a common denominator but incorrectly generate equivalent fractions, such as by adding the same number to the numerator and denominator instead of multiplying.",1/2 + 2/3 = (4 + 4)/5,fraction,fraction addition,equivalent fractions,student,ages 13-15,JRME_Vinner_1981_Some,"Shlomo Vinner, Rina Hershkowitz and Maxim Bruckheimer",1981,Journal for Research in Mathematics Education,uncoded,primary,74,pdfs/JRME/JRME_Vinner_1981_Some.pdf
37513,"When comparing fractions using an operator context, students focus on the additive difference between inputs and outputs rather than the multiplicative relationship.","A half would be more because a third takes away more than a half... so a six, right, then a half of it, that's three, and a third takes away four.",fraction,fraction comparison,operator construct,student,8- and 9-year-old children,JRME_Hunting_1996_Engaging,"Robert P. Hunting, Gary Davis, and Catherine A. Pearn",1996,Journal for Research in Mathematics Education,uncoded,primary,364,pdfs/JRME/JRME_Hunting_1996_Engaging.pdf
37521,"When modeling a fraction problem by drawing physical pieces, a student incorrectly names the resulting fraction by using the total number of drawn pieces as both the numerator and the denominator.","To represent eight children each getting one-fourth of a candy bar, a student draws eight one-fourth blocks but describes the total amount as 'eight eighths.'",fraction,fractional representation,naming fractions,mixed,fifth-grade,JRME_Maher_1990_Chapter,Carolyn A. Maher and Robert B. Davis,1990,Journal for Research in Mathematics Education. Monograph,uncoded,secondary,80,pdfs/JRME/JRME_Maher_1990_Chapter.pdf
37549,Students misapply formal knowledge by assuming that the operation of division is commutative.,A student might argue that 1 / 1/2 = 1/2 because 1 / 1/2 = 1/2 / 1 = 1/2.,fraction,division,properties of operations,PST,prospective elementary teachers,JRME_Tirosh_2000_Enhancing,Dina Tirosh,2000,Journal for Research in Mathematics Education,uncoded,secondary,7,pdfs/JRME/JRME_Tirosh_2000_Enhancing.pdf
37581,"When using pre-partitioned area models, students ignore the relationship between the target fraction and the whole, instead simply counting and shading the absolute number of pieces indicated by the fraction's numerator.","When asked to shade 3/4 of a pizza predivided into 8ths, a student shaded 3 sections and explained, 'It says 3/4, so you need to shade in three parts.'",fraction,representations,area model,student,fourth-grade,JRME_Moss_1999_Developing,Joan Moss and Robbie Case,1999,Journal for Research in Mathematics Education,uncoded,primary,"137, 138",pdfs/JRME/JRME_Moss_1999_Developing.pdf
37588,The student modifies symbols and representations based on superficial aspects without attending to whether the modification alters the fractional quantity involved.,"The student crossed out the 4 in 1/4 and rewrote the expression 1/2 + 1/4 as 1/2 + 1/2, ultimately getting 2/2.",fraction,fraction operations,addition,student,adult,JRME_Lewis_2014_Difference,Katherine E. Lewis,2014,Journal for Research in Mathematics Education,uncoded,secondary,"364, 394",pdfs/JRME/JRME_Lewis_2014_Difference.pdf
37657,"A student rigidly applies fraction notation rules to a context involving multiple wholes, asserting that the denominator cannot change even when the total number of parts in the new defined whole has increased.","When determining what fraction of two 12-slice pizzas is eaten by 7 students who each eat two slices, a student rejects the answer 14/24, incorrectly insisting 'You can't change the 12. It's 14/12.'",fraction,fractional representation,referent whole,student,fifth grade,JRME_Davis_1990_Chapter,Robert B. Davis and Carolyn A. Maher,1990,Journal for Research in Mathematics Education. Monograph,uncoded,primary,73,pdfs/JRME/JRME_Davis_1990_Chapter.pdf
37667,"Students lack thought flexibility to coordinate translations, meaning they can compare physical fraction pieces but cannot translate that physical judgment into a formal mathematical symbol statement.",A student visually recognizes 'One orange is greater than one purple' but when prompted to use fractions states 'One fifth equals one orange' instead of establishing the order relation.,fraction,fraction order,translation between modes,student,fourth-grade,JRME_Post_1985_Order,"Thomas R. Post, Ipke Wachsmuth, Richard Lesh and Merlyn J. Behr",1985,Journal for Research in Mathematics Education,uncoded,primary,"23, 24",pdfs/JRME/JRME_Post_1985_Order.pdf
