id,error_description,example,mathematical_domain,mathematical_topic,mathematical_subtopic,population_type,grade_band_as_declared,bibtex_key,authors,year,journal,orientation,salience,page_refs,local_pdf_path
37438,"A student interpreted a multiplicative comparison additively, seeing 'five times longer' as 'five more'.","When asked to show a stick that is five times longer than the original stick, Laura repeated the stick to make a 6-stick instead of a 5-stick.",fraction,comparison,multiplicative comparison,student,"third, fourth, and fifth grades",JMB_Steffe_2002_New,Leslie P. Steffe,2002,Journal of Mathematical Behavior,productive,secondary,287,pdfs/JMB/JMB_Steffe_2002_New.pdf
37445,"The student partitioned the unit bar into the largest number stated in the improper fraction, effectively creating a proper fraction instead.","When asked to make fourteen-thirteenths, Carlos partitioned the unit bar into 14 parts instead of 13.",fraction,representation,improper fractions,student,sixth-grade,JMB_Hackenberg_2007_Units,Amy J. Hackenberg,2007,Journal of Mathematical Behavior,productive,primary,39-40,pdfs/JMB/JMB_Hackenberg_2007_Units.pdf
37452,"The student relied on the standard computational algorithm for fraction multiplication, which acted as a hindrance to using quantitative reasoning to produce the composition of two fractions.",Deborah found a result of 14/27 for 2/3 of 7/9 by multiplying denominators and multiplying numerators without structurally modeling the composition.,fraction,fraction composition,proper fraction of a proper fraction,student,sixth grade,JMB_Hackenberg_2009_Students',"Amy J. Hackenberg, Erik S. Tillema",2009,Journal of Mathematical Behavior,deficit,secondary,"12, 15",pdfs/JMB/JMB_Hackenberg_2009_Students'.pdf
37476,"Students confuse the total fractional amount of a partitioned quantity with the number of discrete pieces it has been cut into, struggling to conceptualize quantity without referring to the number of slices.","When asked how much of the total amount of pizza one person ate, a student replied 'Eight slices' and, when pressed to describe the amount without talking about slices, could only say 'Eight, um, wedges, triangles like?'",fraction,fractional amount,distinguishing amount from number of pieces,student,grades four through eight,JRME_Lamon_1996_Development,Susan J. Lamon,1996,Journal for Research in Mathematics Education,uncoded,primary,183,pdfs/JRME/JRME_Lamon_1996_Development.pdf
37500,"Students believe there are no fractions between two given fractions with consecutive numerators, treating fraction sequences like whole number counting.","A student reasoned, 'The difference between 2 and 3 is 1. Then the fraction after 2/5 is 3/5. Therefore, there is no fraction between 2/5 and 3/5.'",fraction,density,number magnitude,student,sixth- and eighth-grade,JRME_Reys_1998_Relationship,Robert E. Reys and Der-Ching Yang,1998,Journal for Research in Mathematics Education,uncoded,primary,233,pdfs/JRME/JRME_Reys_1998_Relationship.pdf
37514,"Students using an Equal Outputs scheme to compare fractions forget the inverse relationship between the required input and fraction size, incorrectly concluding that the fraction requiring a larger input is the larger fraction.","When comparing 2/4 and 2/3, Shannon claimed 2/4 was larger because 'That one takes in four blocks... and that one takes in three.'",fraction,fraction comparison,inverse relationship,student,8- and 9-year-old children,JRME_Hunting_1996_Engaging,"Robert P. Hunting, Gary Davis, and Catherine A. Pearn",1996,Journal for Research in Mathematics Education,uncoded,primary,"366, 367",pdfs/JRME/JRME_Hunting_1996_Engaging.pdf
37522,"Children use terms like 'half' to refer to the action of breaking or to any resulting piece, without understanding the numerical characteristics of equality or 'one of two parts.'",A child uses expressions like 'break it in half in four pieces' or calls each piece of a randomly broken cookie a 'broken cookie' rather than knowing what to mathematically call a half.,fraction,partitioning,halves,student,kindergarten and the first three grades,JRME_Pothier_1983_Partitioning,Yvonne Pothier and Daiyo Sawada,1983,Journal for Research in Mathematics Education,uncoded,primary,311,pdfs/JRME/JRME_Pothier_1983_Partitioning.pdf
37562,"When solving problems with rational numbers, students face a conceptual hurdle in deciding what represents the 'whole' or point of origin, leading to confusion when naming fractional parts of fractions.","When asked to solve 2/3 of 3/4 by drawing a grid, a student may express confusion about whether the answer is 6/9 or 6/12 depending on what they identify as the whole.",fraction,multiplication of fractions,identifying the whole,mixed,first grade through undergraduate,JRME_Confrey_1995_Splitting,Jere Confrey and Erick Smith,1995,Journal for Research in Mathematics Education,uncoded,secondary,76,pdfs/JRME/JRME_Confrey_1995_Splitting.pdf
37582,Students misapply whole-number arithmetic rules or rote syntactic patterns to nonstandard fractional computations without considering semantic proportionality.,"When asked if 7 is 3/4 of 10, a student replied, 'Yes, 7 is 3/4 of 10 because 3 plus 4 equals 7.'",fraction,nonstandard computation,proportional reasoning,student,fourth-grade,JRME_Moss_1999_Developing,Joan Moss and Robbie Case,1999,Journal for Research in Mathematics Education,uncoded,secondary,135,pdfs/JRME/JRME_Moss_1999_Developing.pdf
37604,"Students use a rounded decimal approximation for a fraction in calculations and are perturbed when the result is not exact, sparking a debate on when it is appropriate to use fractions versus decimals.","Trevor multiplied 5.33333 by 4.5 and was surprised to get 23.99999 instead of exactly 24, realizing that his decimal representation for 5 1/3 was not exact.",fraction,fraction representations,repeating decimals,student,6th- and 7th-grade,JRME_Johanning_2008_Learning,Debra I. Johanning,2008,Journal for Research in Mathematics Education,productive,primary,"292, 293",pdfs/JRME/JRME_Johanning_2008_Learning.pdf
