id,error_description,example,mathematical_domain,mathematical_topic,mathematical_subtopic,population_type,grade_band_as_declared,bibtex_key,authors,year,journal,orientation,salience,page_refs,local_pdf_path
37470,"Students rely almost exclusively on standard rounding to the closest leading power of 10, selecting choices that reflect this procedure even when it yields an incorrect or less accurate estimate.","When estimating 98 x 2.62, a large percentage of students chose 100 x 3, which resulted from standard rounding, rather than the closer estimate of 100 x 2.5.",whole_number,computational estimation,standard rounding,student,grades five through eight,JRME_Schoen_1990_Outcomes,"Harold L. Schoen, Glendon Blume, and H. D. Hoover",1990,Journal for Research in Mathematics Education,uncoded,primary,"66, 67, 72",pdfs/JRME/JRME_Schoen_1990_Outcomes.pdf
37492,"A student claims zero is 'special' and exempt from being even or odd because, unlike other even numbers, adding zero to itself does not produce a larger, new even number.","Nathan claims zero is special because 'even numbers make even numbers' like 2+2=4 and 4+4=8, implying zero doesn't follow this generative pattern in the same way.",whole_number,parity,zero,student,third grade,JRME_Ball_2008_Making,"Deborah Loewenberg Ball, Jennifer Lewis and Mark Hoover Thames",2008,Journal for Research in Mathematics Education. Monograph,productive,primary,"28, 29, 34, 35, 36, 197",pdfs/JRME/JRME_Ball_2008_Making.pdf
37527,Students directly round a decimal or fractional remainder from a division calculation up or down without appropriately interpreting the result in the real-world context of the problem.,"To find how many 24-person buses are needed for 296 people, a student computes 12.3 and incorrectly writes 'The remainder is less than 5, so I just take the .3 away' and answers 12.",whole_number,division,interpreting remainders,student,sixth-grade,JRME_Cai_1995_Cognitive,Jinfa Cai,1995,Journal for Research in Mathematics Education. Monograph,uncoded,primary,"68, 69, 70",pdfs/JRME/JRME_Cai_1995_Cognitive.pdf
37546,"PSTs incorrectly generalize the relationships between powers of ten, asserting that 100 times 100 equals 1000.","When discussing the relationships among unit types, 40 percent of the PSTs stated at least once that 100 x 100 = 1000.",whole_number,powers of ten,multiplicative relationships,PST,elementary,JRME_Thanheiser_2009_Preservice,Eva Thanheiser,2009,Journal for Research in Mathematics Education,uncoded,secondary,"274, 275",pdfs/JRME/JRME_Thanheiser_2009_Preservice.pdf
37589,"When transitioning to double-digit multipliers, prospective teachers initially attempt to compute the product by multiplying the tens by the tens and the ones by the ones, failing to account for the cross-products.","To mentally compute 23 x 23, a student calculated 20 x 20 + 3 x 3, obtaining 409.",whole_number,multidigit multiplication,partial products,PST,undergraduate,JRME_Whitacre_2016_Prospective,Ian Whitacre and Susan D. Nickerson,2016,Journal for Research in Mathematics Education,productive,primary,"285, 286, 287",pdfs/JRME/JRME_Whitacre_2016_Prospective.pdf
37635,"Students inappropriately use buggy subtraction procedures, relying on blind application of rules like automatically crossing out a zero and replacing it with a nine.","When solving 3004 - 286, a student immediately replaced the 0 in the minuend numeral with 9 without properly executing a regrouping action.",whole_number,subtraction,regrouping across zeros,student,fourth-grade,JRME_Thompson_1992_Notations,Patrick W. Thompson,1992,Journal for Research in Mathematics Education,uncoded,secondary,136,pdfs/JRME/JRME_Thompson_1992_Notations.pdf
37669,"The student applies a buggy subtraction algorithm by reversing the order of the numbers in a column, always subtracting the smaller digit from the larger digit to avoid borrowing.","When calculating 703 minus 245, Talli switched the order of the numbers, subtracting 3 from 5 to get 2, 0 from 4 to get 4, and 2 from 7 to get 5, resulting in the incorrect answer 542.",whole_number,multi-digit subtraction,standard algorithm,student,11th graders,JRME_BenYehuda_2005_Doing,"Miriam Ben-Yehuda, Ilana Lavy, Liora Linchevski, Anna Sfard",2005,Journal for Research in Mathematics Education,uncoded,primary,"209, 234, 235, 247",pdfs/JRME/JRME_BenYehuda_2005_Doing.pdf
37690,Students rely on superficial linguistic cues rather than an understanding of the semantic structure to select a calculation strategy.,"Lisa responded to a comparison problem by saying, 'times as many ... that's multiply ... three fours.'",whole_number,multiplication,multiplicative comparison,student,Grades 2 and 3,JRME_Mulligan_1997_Young,Joanne T. Mulligan and Michael C. Mitchelmore,1997,Journal for Research in Mathematics Education,uncoded,secondary,320,pdfs/JRME/JRME_Mulligan_1997_Young.pdf
37726,"Teachers accept a proof of a specific, particular case as a valid proof for the general case.",Four teachers rated a proof showing that 756 is divisible by 3 because the sum of its digits is divisible by 3 as a valid proof for the general divisibility rule for any whole number.,whole_number,proof and justification,particular vs. general cases,in_service,secondary school (Grades 9-12),JRME_Knuth_2002_Secondary,Eric J. Knuth,2002,Journal for Research in Mathematics Education,uncoded,primary,394,pdfs/JRME/JRME_Knuth_2002_Secondary.pdf
37783,"When confronted with the unrealistic nature of their straightforward arithmetic solutions, students stubbornly invent far-fetched contextual conditions to justify their answers rather than critically revising their mathematical model.","After incorrectly answering that 300 soldiers could transport '38 crates' (which require 8 men each), a student justified the remaining 4 men carrying the 38th crate by suggesting they 'might be extremely strong soldiers.'",whole_number,word problems,division with remainder,student,fifth- and sixth-grade,JRME_Verschaffel_1997_Teaching,Lieven Verschaffel and Erik De Corte,1997,Journal for Research in Mathematics Education,uncoded,secondary,"590, 595",pdfs/JRME/JRME_Verschaffel_1997_Teaching.pdf
