id,error_description,example,mathematical_domain,mathematical_topic,mathematical_subtopic,population_type,grade_band_as_declared,bibtex_key,authors,year,journal,orientation,salience,page_refs,local_pdf_path
37434,The student applied whole-number additive arithmetic to fraction situations by adding the denominators when combining two unit fractions.,"When asked what fraction two 1/7 pieces (4-sticks) would make together, the student answered 'One-fourteenth... because you add one-seventh and another seventh it makes 14.'",fraction,addition,addition of unit fractions,student,third to fifth grade,JMB_Olive_2002_Construction,"John Olive, Leslie P. Steffe",2002,Journal of Mathematical Behavior,productive,secondary,420,pdfs/JMB/JMB_Olive_2002_Construction.pdf
37441,A student interprets a fraction of a partitioned whole purely by counting parts and pieces without being able to recognize the commensurate unit fraction due to a lack of recursive partitioning operations.,"When asked what the share of 3 people is out of 27 pieces, Laura argued it is 3/27 and could not see it as 1/9 because she relied on counting 3 people out of 27 pieces.",fraction,commensurate fractions,recursive partitioning,student,fifth-grade,MTL_Steffe_2004_Construction,Leslie P. Steffe,2004,Mathematical Thinking and Learning,productive,primary,149,pdfs/MTL/MTL_Steffe_2004_Construction.pdf
37448,The student proposed partitioning parts into an arbitrary number of smaller parts without anticipating whether the resulting total number of parts would allow him to produce the target fraction.,"When trying to make a 5/5-bar into a 4/4-bar, Carlos suggested partitioning each fifth into two parts, which would only make 10 parts total.",fraction,equivalence,coordinating two fractions in the same bar,student,sixth-grade,JMB_Hackenberg_2007_Units,Amy J. Hackenberg,2007,Journal of Mathematical Behavior,productive,secondary,43-44,pdfs/JMB/JMB_Hackenberg_2007_Units.pdf
37458,The student experiences severe cognitive and energetic depletion when asked to coordinate two different quantities involving improper fractions.,Bridget was unable to operate on a problem asking how long it would take a runner to run 13/8 of a mile if 1 mile takes 6 minutes.,fraction,multiplicative coordination,improper fractions,student,6th-grade,JRME_Hackenberg_2010_Mathematical,Amy J. Hackenberg,2010,Journal for Research in Mathematics Education,mixed,primary,"256, 257",pdfs/JRME/JRME_Hackenberg_2010_Mathematical.pdf
37486,"Students misplace addition and multiplication operations when attempting to reconstruct the fraction addition algorithm, such as multiplying the numerators and adding the denominators.",1/2 + 2/3 = 2/5; 1/2 + 1/4 = 1/6,fraction,fraction addition,algorithm execution,student,ages 13-15,JRME_Vinner_1981_Some,"Shlomo Vinner, Rina Hershkowitz and Maxim Bruckheimer",1981,Journal for Research in Mathematics Education,uncoded,primary,"71, 72",pdfs/JRME/JRME_Vinner_1981_Some.pdf
37510,"Students inappropriately apply rules for whole numbers to fraction symbols, mistakenly concluding that a larger denominator indicates a larger fractional quantity.","When asked to compare 1/6 and 1/8, a student answered 'One eighth is bigger' and explained, '[Eight] is a bigger number I think. [Eight] is bigger than [six].'",fraction,fraction symbols,comparing fractions,student,sixth-grade,JRME_Mack_1990_Learning,Nancy K. Mack,1990,Journal for Research in Mathematics Education,uncoded,primary,"21, 22",pdfs/JRME/JRME_Mack_1990_Learning.pdf
37517,"When mentally calculating the sum of two fractions, students may inappropriately add the numerators together and find the average of the denominators to create the new fraction.","To estimate 12/13 + 7/8, a student added the numerators to get 19, then found common multiples for denominators (26 and 24), averaged them to 25, and provided an estimate of 19/25.",fraction,addition,algorithms,student,fifth- and eighth-grade,JRME_Reys_1991_Computational,"Robert E. Reys, Barbara J. Reys, Nobuhiko Nohda, Junichi Ishida, Shigeo Yoshikawa and Katsuhiko Shimizu",1991,Journal for Research in Mathematics Education,uncoded,secondary,53,pdfs/JRME/JRME_Reys_1991_Computational.pdf
37525,"Students inappropriately generalize whole number operations to fraction computations by independently adding, subtracting, or multiplying numerators and denominators, or by multiplying a whole number by both parts of a fraction.","For 6 x 4/7, students incorrectly chose 24/42. For 3/4 - 1/6, students answered 2/2. For 5/6 + 3/4, students selected 8/10.",fraction,computation,algorithms,student,sixth-grade,JRME_Cai_1995_Cognitive,Jinfa Cai,1995,Journal for Research in Mathematics Education. Monograph,uncoded,primary,58,pdfs/JRME/JRME_Cai_1995_Cognitive.pdf
37571,"Students incorrectly apply additive or isolated multiplicative rules, creating syntactic errors, rather than proportionally coordinating equivalent fractions on a number line.","When asked to find an equivalent fraction for 5/3 in twelfths on a number line, a student reasoned '6 + 6 = 12 so 8 + 8 = 16' or another reasoned '3 x 2 = 6 so 8 x 2 = 16' and incorrectly marked 16/3.",fraction,equivalent fractions,symbolic algorithms,student,fourth and fifth graders,JRME_Bright_1988_Identifying,"George W. Bright, Merlyn J. Behr, Thomas R. Post and Ipke Wachsmuth",1988,Journal for Research in Mathematics Education,uncoded,primary,"219, 223",pdfs/JRME/JRME_Bright_1988_Identifying.pdf
37585,"The student represents and understands the fraction 1/2 not as a fractional quantity (one out of two total pieces), but as the act of partitioning or the balance between parts, omitting any shading.","When asked to draw 1/2, students drew shapes partitioned down the middle but omitted standard shading, explaining it using a chopping gesture or stating 'it's cut in half, and there is two.'",fraction,unit fractions,meaning of one-half,student,adult,JRME_Lewis_2014_Difference,Katherine E. Lewis,2014,Journal for Research in Mathematics Education,uncoded,primary,"365, 366, 377, 378",pdfs/JRME/JRME_Lewis_2014_Difference.pdf
37640,"When estimating fraction addition or subtraction, students may avoid finding common denominators by incorrectly adding or subtracting directly across the numerators and denominators.","To estimate 12/31 - 5/8, a student subtracted the numerators (12-5) and denominators (31-8) to get 7/23.",fraction,computational estimation,addition and subtraction,student,undergraduate students,JRME_Hanson_2000_Computational,Sheri A. Hanson and Thomas P. Hogan,2000,Journal for Research in Mathematics Education,uncoded,secondary,"494, 499",pdfs/JRME/JRME_Hanson_2000_Computational.pdf
37664,"Students incorrectly apply whole number ordering rules to fractions, judging a fraction with a larger denominator as greater because its integer is larger.",A student states 'One fifth is less ... because five is less than nine.',fraction,fraction order,whole number dominance,student,fourth-grade,JRME_Post_1985_Order,"Thomas R. Post, Ipke Wachsmuth, Richard Lesh and Merlyn J. Behr",1985,Journal for Research in Mathematics Education,uncoded,primary,"23, 24",pdfs/JRME/JRME_Post_1985_Order.pdf
37677,"When finding a fraction of a fraction, students rely strictly on the number of parts (e.g., 2/3 is simply '2 out of 3 pieces') and ignore remainder pieces if the grouping doesn't come out evenly, failing to repartition the unit.","When finding 2/3 of 9/10, Lisa grouped pieces into threes and took two from each group, stating, 'If it doesn't come out even, I pretend (the remaining) pieces are not there.'",fraction,multiplication,grouping pieces,student,fifth-grade,JRME_Mack_2001_Building,Nancy K. Mack,2001,Journal for Research in Mathematics Education,uncoded,secondary,"288, 289",pdfs/JRME/JRME_Mack_2001_Building.pdf
37694,Students attempt to estimate the sum of two fractions using a reference point but misjudge the sizes of the fractions due to a lack of understanding of fraction equivalence and order.,"Jessie incorrectly reasoned that 5/6 is 'less than a half', leading to an incorrect estimation of the sum.",fraction,fraction size,order and equivalence,student,fourth and fifth grade,JRME_Behr_1985_Construct,"Merlyn J. Behr, Ipke Wachsmuth and Thomas R. Post",1985,Journal for Research in Mathematics Education,uncoded,primary,"124, 125",pdfs/JRME/JRME_Behr_1985_Construct.pdf
37760,"A student treats the denominator of a fraction as a direct indicator of absolute magnitude or quantity, failing to recognize the inverse relationship between the denominator and the unit fraction size.","Alan concluded that a 1/8-full packet of M&Ms contained more than a 1/4-full packet because 'there's eight in here, and there's four in each of those'.",fraction,fraction magnitude,unit fractions,student,fourth grade,JRME_Hunting_1983_Alan,Robert P. Hunting,1983,Journal for Research in Mathematics Education,uncoded,primary,194,pdfs/JRME/JRME_Hunting_1983_Alan.pdf
37779,Students compare fractions using fractional terms but fail to account for differences in the size of the whole units.,"You'd get the same amount, because they're both one-half",fraction,fraction comparison,unit size,student,"fourth, sixth, and eighth grades",JRME_Armstrong_1995_Students',Barbara E. Armstrong and Carol Novillis Larson,1995,Journal for Research in Mathematics Education,uncoded,primary,"9, 10",pdfs/JRME/JRME_Armstrong_1995_Students'.pdf
37797,"The student teacher confuses representations for multiplication of fractions with those for division of fractions, demonstrating a rote rather than conceptual understanding of the topic.","When attempting to visually explain 3/4 divided by 1/2 to her class using a drawing of a wall, the teacher inadvertently modeled 1/2 of 3/4 (multiplication) rather than division.",fraction,division of fractions,instructional representations,PST,seniors in an elementary teacher education program,JRME_Borko_1992_Learning,"Hilda Borko, Margaret Eisenhart, Catherine A. Brown, Robert G. Underhill, Doug Jones and Patricia C. Agard",1992,Journal for Research in Mathematics Education,uncoded,primary,"197, 198",pdfs/JRME/JRME_Borko_1992_Learning.pdf
37812,"A student identifies fractions solely by the total number of pieces rather than relative size to the whole, demonstrating difficulty with fractional language.","When asked what remains if 2/7 is removed from a 7/7 bar, Josh answers 'five pieces' and guesses 'five sevenths', 'fifty sevenths', or 'seven fifths'.",fraction,fractional language,part-whole relations,student,sixth-grade,JRME_Norton_2008_Josh's,Anderson Norton,2008,Journal for Research in Mathematics Education,productive,secondary,"412, 419",pdfs/JRME/JRME_Norton_2008_Josh's.pdf
37832,"A student may be unable to calculate a fraction of a whole number if the task is posed abstractly, lacking a cue to the bar-partitioning activity through which they originally developed the concept.","When asked 'What is five fourteenths of 322?', Kylie responded 'Nope' when asked if she had any idea how to do it, despite successfully doing similar calculations in prior sessions.",fraction,fraction of a whole number,anticipatory stage limitations,student,fourth- and fifth-grade,JRME_Simon_2016_Participatory,"Martin A. Simon, Nicora Placa, and Arnon Avitzur",2016,Journal for Research in Mathematics Education,uncoded,primary,"88, 89",pdfs/JRME/JRME_Simon_2016_Participatory.pdf
37858,"When comparing two fractions that are each one piece away from the whole, students misapply an additive rule, incorrectly claiming the fractions are equal because the absolute difference between the numerator and denominator is the same.","When comparing 4/5 and 11/12, a student incorrectly concluded they are equal, explaining 'They are equal because 5 is one more than 4 and 12 is 1 more than 11.'",fraction,ordering,residual strategy,student,fourth and fifth graders,JRME_Cramer_2002_Initial,"Kathleen A. Cramer, Thomas R. Post, and Robert C. delMas",2002,Journal for Research in Mathematics Education,uncoded,primary,"130, 132, 133",pdfs/JRME/JRME_Cramer_2002_Initial.pdf
37873,"Students rely exclusively on the size of the denominator to compare fractions, assuming that more pieces automatically means a smaller fraction regardless of the numerator.","When comparing 2/5 and 3/7, a student reasoned that 3/7 is smaller because 'When you use sevenths, there are more pieces, so they are smaller.'",fraction,fraction comparison,denominator dominance,student,sixth grade,JRME_Peck_1981_Conceptual,Donald M. Peck and Stanley M. Jencks,1981,Journal for Research in Mathematics Education,uncoded,primary,343,pdfs/JRME/JRME_Peck_1981_Conceptual.pdf
37907,Students incorrectly compare the sizes of fractional parts when the denominators are the same by inverting the relation between numerator and denominator.,"Nine thirteenths is less than four thirteenths because ""four pieces are so big, nine pieces would have to be smaller to fit the whole.""",fraction,fraction order,same denominators,student,fourth grade,JRME_Behr_1984_Order,"Merlyn J. Behr, Ipke Wachsmuth, Thomas R. Post and Richard Lesh",1984,Journal for Research in Mathematics Education,uncoded,primary,330,pdfs/JRME/JRME_Behr_1984_Order.pdf
37919,"Students erroneously judge two identical fractions as representing the exact same quantity without considering the size of the original reference whole, a misconception exacerbated by textbooks that present fractions without contexts.","Students end up putting 'equal' when asked to compare 'half' and 'half', without realizing that half of a small cookie is not the same as half of a large cookie.",fraction,fraction of a whole,reference whole,mixed,Grades 2-5,JRME_Lewis_2017_Lesson,Catherine Lewis and Rebecca Perry,2017,Journal for Research in Mathematics Education,uncoded,primary,"266, 286",pdfs/JRME/JRME_Lewis_2017_Lesson.pdf
37963,Students confuse the operations of dividing by a whole number and dividing by a unit fraction.,"When determining 1/2 of 2/4, Gabby was unsure whether she was dividing by 2 or dividing by 1/2.",fraction,division of fractions,Division by a whole number vs fraction,mixed,fourth and fifth graders,ZDM_Jacobs_2016_Responding,"Victoria R. Jacobs, Susan B. Empson",2016,ZDM Mathematics Education,deficit,secondary,195,pdfs/ZDM/ZDM_Jacobs_2016_Responding.pdf
38013,"Students treat the numerals in fraction representations as whole numbers, applying whole-number schemes instead of conceptualizing the multiplicative relations between quantities.",,fraction,fractions,Notation and algorithms,student,fourth and fifth grade,ZDM_Saxe_2013_Towards,"Geoffrey B. Saxe, Ronli Diakow, Maryl Gearhart",2013,ZDM Mathematics Education,deficit,secondary,344,pdfs/ZDM/ZDM_Saxe_2013_Towards.pdf
38111,Students misapply formal properties by assuming that division is a commutative operation.,"Performing 15:5 instead of 5:15, arguing that division is commutative.",fraction,division,Commutativity,mixed,elementary (grades 5 and 6) and secondary,ZDM_Tsamir_2008_Combining,"Pessia Tsamir, Dina Tirosh",2008,ZDM Mathematics Education,deficit,primary,864,pdfs/ZDM/ZDM_Tsamir_2008_Combining.pdf
38132,"Students map visual features to mathematical concepts based on incidental, surface-level similarities rather than conceptually relevant features, leading to incorrect connections.",,fraction,visual representations,Connectional understanding,student,"4th, 5th, and 6th grade",ZDM_Rau_2017_How,"Martina A. Rau, Percival G. Matthews",2017,ZDM Mathematics Education,deficit,primary,,pdfs/ZDM/ZDM_Rau_2017_How.pdf
38213,Students incorrectly named a fractional part based on the total number of pieces in the physical model without referencing the assigned value of the whole.,"When a train of yellow and light green rods was given the value of 'two', students named a single red rod 'one fourth' simply because four red rods made up the train, ignoring that the train represented two wholes.",fraction,fractional parts,identifying the whole,student,9- and 10-year-old fourth graders,JMB_Steencken_2003_Tracing,"Elena P. Steencken, Carolyn A. Maher",2003,Journal of Mathematical Behavior,productive,primary,119-120,pdfs/JMB/JMB_Steencken_2003_Tracing.pdf
